,ticker,name,website,headquarter,employees,industry,type,source
2642,SRGHY,Shoprite Holdings Limited,https://www.shopriteholdings.co.za,Cnr William Dabbs St & Old Paarl Road Brackenfell 7560 South Africa 27 21 980 4000 https://www.shopriteholdings.co.za,0,Department Stores,,yahoo
2643,CPB,Campbell Soup Company,https://www.campbellsoupcompany.com,"1 Campbell Place Camden, NJ 08103-1799 United States 856 342 4800 https://www.campbellsoupcompany.com",14100,Packaged Foods,,yahoo
2644,MSA,MSA Safety Incorporated,https://www.msasafety.com,"1000 Cranberry Woods Drive Cranberry Township, PA 16066-5207 United States 724 776 8600 https://www.msasafety.com",5200,Security & Protection Services,,yahoo
2645,RICOY,"Ricoh Company, Ltd.",https://www.ricoh.co.jp,1-3-6 Nakamagome Ohta-ku Tokyo 143-8555 Japan 81 3 3777 8111 https://www.ricoh.co.jp,81184,Business Equipment & Supplies,,yahoo
2646,STJPF,St. James's Place plc,https://www.sjp.co.uk,St. Jamesâs Place House 1 Tetbury Road Cirencester GL7 1FP United Kingdom 44 1285 640 302 https://www.sjp.co.uk,2818,Financial Conglomerates,,yahoo
2647,SHPMY,"Shanghai Pharmaceuticals Holding Co., Ltd",https://www.sphchina.com,Shanghai Pharmaceutical Building No. 200 Taicang Road Shanghai 200020 China 86 21 6373 0908 https://www.sphchina.com,48136,Medical Distribution,,yahoo
2648,EMLAF,Empire Company Limited,https://www.empireco.ca,"115 King Street Stellarton, NS B0K 1S0 Canada 902 752 8371 https://www.empireco.ca",134000,Grocery Stores,,yahoo
2649,SMG,The Scotts Miracle-Gro Company,https://scottsmiraclegro.com,"14111 Scottslawn Road Marysville, OH 43041 United States 937 644 0011 https://scottsmiraclegro.com",7300,Agricultural Inputs,,yahoo
2650,TYCMY,Tingyi (Cayman Islands) Holding Corp.,https://www.masterkong.com.cn,"Building A No. 1688, Wuzhong Road Minhang District Shanghai 201103 China 86 21 3175 4604 https://www.masterkong.com.cn",60464,Packaged Foods,,yahoo
2651,BIOVF,Swedish Orphan Biovitrum AB (publ),https://www.sobi.com,TomtebodavÃ¤gen 23A Solna 112 76 Sweden 46 86 97 20 00 https://www.sobi.com,1532,Drug Manufacturers—Specialty & Generic,,yahoo
2652,BMRPF,B&M European Value Retail S.A.,https://www.bandmretail.com,"9, AllEe Scheffer Luxembourg City 2520 Luxembourg 352 246 130 208 https://www.bandmretail.com",41427,Discount Stores,,yahoo
2653,DNTUY,Dentsu Group Inc.,https://www.group.dentsu.com,"1-8-1, Higashi-Shimbashi Minato-ku Tokyo 105-7050 Japan 81 3 6217 6600 https://www.group.dentsu.com",64533,Advertising Agencies,,yahoo
2654,IAA,"IAA, Inc.",https://www.iaai.com,"Two Westbrook Corporate Center 10th Floor Suite 500 Westchester, IL 60154 United States 708 492 7000 https://www.iaai.com",3604,Specialty Business Services,,yahoo
2655,BB,BlackBerry Limited,https://www.blackberry.com,"2200 University Avenue East Waterloo, ON N2K 0A7 Canada  https://www.blackberry.com",3497,Software—Infrastructure,,yahoo
2656,CCDBF,CCL Industries Inc.,https://www.cclind.com,"111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1 Canada 416 756 8500 https://www.cclind.com",22200,Packaging & Containers,,yahoo
2657,RDY,Dr. Reddy's Laboratories Limited,https://www.drreddys.com,"8-2-337, Road No. 3 Banjara Hills Hyderabad 500034 India 91 40 4900 2900 https://www.drreddys.com",22739,Drug Manufacturers—Specialty & Generic,,yahoo
2658,GFL,GFL Environmental Inc.,https://gflenv.com,"100 New Park Place Suite 500 Vaughan, ON L4K 0H9 Canada 905 326 0101 https://gflenv.com",17000,Waste Management,,yahoo
2659,TKAGY,Telekom Austria Aktiengesellschaft,https://www.a1.group,Lassallestrasse 9 Vienna 1020 Austria 43 50 664 0 https://www.a1.group,17851,Telecom Services,,yahoo
2660,WE,WeWork Inc.,https://www.wework.com,"575 Lexington Avenue 16th Floor New York, NY 10022 United States 646 389 3922 https://www.wework.com",4700,Real Estate Services,,yahoo
2661,TOKUF,Tokyu Corporation,https://www.tokyu.co.jp,5-6 Nampeidai-cho Shibuya-ku Tokyo 150-8511 Japan 81 3 3477 0109 https://www.tokyu.co.jp,24655,Railroads,,yahoo
2662,AUKNY,Auckland International Airport Limited,https://www.aucklandairport.co.nz,4 Leonard Isitt Drive Auckland Airport Business District Manukau 2022 New Zealand 64 9 275 0789 https://www.aucklandairport.co.nz,441,Airports & Air Services,,yahoo
2663,MDNDF,"McDonald's Holdings Company (Japan), Ltd.",https://www.mcd-holdings.co.jp,Shinjuku i-Land Tower 6-5-1 Nishi-Shinjuku Shinjuku-ku Tokyo 163-1339 Japan 81 3 6911 6000 https://www.mcd-holdings.co.jp,2083,Restaurants,,yahoo
2664,EDVGF,Endeavour Group Limited,https://endeavourgroup.com.au,"26 Waterloo Street Surry Hills, NSW 2010 Australia  https://endeavourgroup.com.au",28000,Beverages—Wineries & Distilleries,,yahoo
2665,BBSEY,BB Seguridade Participações S.A.,https://www.bbseguridaderi.com.br,"Banco do Brasil Building, Asa Norte Lot B, 3rd Floor Quadra 05 Setor de Autarquias Norte BrasÃ­lia, DF Brazil  https://www.bbseguridaderi.com.br",173,Insurance—Diversified,,yahoo
2666,LAMR,Lamar Advertising Company (REIT),https://www.lamar.com,"5321 Corporate Boulevard Baton Rouge, LA 70808 United States 225-926-1000 https://www.lamar.com",3300,REIT—Specialty,,yahoo
2667,BAK,Braskem S.A.,https://www.braskem.com.br,"Rua Eteno, 1561 Polo Petroquimico de Camacari ButantA CamaÃ§ari, BA 42810-000 Brazil 55 71 3413 2102 https://www.braskem.com.br",0,Chemicals,,yahoo
2668,PPC,Pilgrim's Pride Corporation,https://www.pilgrims.com,"1770 Promontory Circle Greeley, CO 80634-9038 United States 970 506 8000 https://www.pilgrims.com",58900,Packaged Foods,,yahoo
2669,BLWYF,Bellway p.l.c.,https://www.bellwayplc.co.uk,Woolsington House Woolsington Newcastle upon Tyne NE13 8BF United Kingdom 44 19 1217 0717 https://www.bellwayplc.co.uk,2908,Residential Construction,,yahoo
2670,FSLR,"First Solar, Inc.",https://www.firstsolar.com,"350 West Washington Street Suite 600 Tempe, AZ 85281 United States 602 414 9300 https://www.firstsolar.com",5100,Solar,,yahoo
2671,TLTZY,Tele2 AB (publ),https://www.tele2.com,Skeppsbron 18 PO Box 2094 Stockholm 103 13 Sweden 46 8 56 20 00 60 https://www.tele2.com,4528,Telecom Services,,yahoo
2672,MTUAF,MTU Aero Engines AG,https://www.mtu.de,Dachauer Strasse 665 Munich 80995 Germany 49 89 1489 0 https://www.mtu.de,10210,Aerospace & Defense,,yahoo
2673,KKPNY,Koninklijke KPN N.V.,https://www.kpn.com,Wilhelminakade 123 Rotterdam 3072 AP Netherlands 31 70 343 4343 https://www.kpn.com,9776,Telecom Services,,yahoo
2674,ZIM,ZIM Integrated Shipping Services Ltd.,https://www.zim.com,9 Andrei Sakharov Street PO Box 15067 Matam Haifa 3190500 Israel 972 4 865 2000 https://www.zim.com,3794,Marine Shipping,,yahoo
2675,NFG,National Fuel Gas Company,https://www.nationalfuel.com,"6363 Main Street Williamsville, NY 14221 United States 716 857 7000 https://www.nationalfuel.com",2188,Oil & Gas Integrated,,yahoo
2676,FRT-PC,Federal Realty Investment Trust,https://www.federalrealty.com,"909 Rose Avenue Suite 200 North Bethesda, MD 20852 United States 301-998-8100 https://www.federalrealty.com",307,REIT—Retail,,yahoo
2677,SGGKF,Singapore Technologies Engineering Ltd,https://www.stengg.com,"No. 07-01, ST Engineering Hub 1 Ang Mo Kio Electronics Park Road Singapore 567710 Singapore 65 6722 1818 https://www.stengg.com",23103,Aerospace & Defense,,yahoo
2678,M,"Macy's, Inc.",https://www.macysinc.com,"151 West 34th Street New York, NY 10001 United States (513) 579-7780 https://www.macysinc.com",75711,Department Stores,,yahoo
2679,PRI,"Primerica, Inc.",https://www.primerica.com,"1 Primerica Parkway Duluth, GA 30099 United States 770-381-1000 https://www.primerica.com",2230,Insurance—Life,,yahoo
2680,DKNG,DraftKings Inc.,https://www.draftkings.com,"222 Berkeley Street 5th Floor Boston, MA 02116 United States 617 986 6744 https://www.draftkings.com",2600,Gambling,,yahoo
2681,PHI,PLDT Inc.,https://pldt.com,Ramon Cojuangco Building Makati Avenue Corner Ayala Avenue Legaspi Village Makati City 1200 Philippines 63 2 8816 8056 https://pldt.com,18906,Telecom Services,,yahoo
2682,CCJ,Cameco Corporation,https://www.cameco.com,"2121-11th Street West Saskatoon, SK S7M 1J3 Canada 306 956 6200 https://www.cameco.com",0,Uranium,,yahoo
2683,GIGNF,Genting Singapore Limited,https://www.gentingsingapore.com,10 Sentosa Gateway Resorts World Sentosa Singapore 098270 Singapore 65 6577 8888 https://www.gentingsingapore.com,0,Resorts & Casinos,,yahoo
2684,GPFOF,"Grupo Financiero Inbursa, S.A.B. de C.V.",https://www.inbursa.com,"Av. Paseo de las Palmas 750 Col. Lomas de Chapiltepec III SecciÃ³n Miguel Hidalgo Mexico City, DF 11000 Mexico  https://www.inbursa.com",10901,Banks—Regional,,yahoo
2685,WPLCF,Wise plc,https://www.wise.com,Tea Building 6th Floor 56 Shoreditch High Street London E1 6JJ United Kingdom  https://www.wise.com,2400,Software—Infrastructure,,yahoo
2686,ACDSF,Ascendas Real Estate Investment Trust,https://www.ascendas-reit.com,No.30-01 Capital Tower 168 Robinson Road Singapore 068912 Singapore 65 6713 2888 https://www.ascendas-reit.com,0,REIT—Industrial,,yahoo
2687,UFPI,"Universal Forest Products, Inc.",https://www.ufpi.com,"2801 East Beltline Avenue, NE Grand Rapids, MI 49525 United States 616 364 6161 https://www.ufpi.com",12000,Lumber & Wood Production,,yahoo
2688,WRK,WestRock Company,https://www.westrock.com,"1000 Abernathy Road NE Atlanta, GA 30328 United States 770 448 2193 https://www.westrock.com",49900,Packaging & Containers,,yahoo
2689,BXSL,Blackstone Secured Lending Fund,https://www.bxsl.com,"345 Park Avenue New York, NY 10154 United States 212 583 5000 https://www.bxsl.com",0,Asset Management,,yahoo
2690,ESRCF,ESR Cayman Limited,https://www.esr.com,2406-07 Man Yee Building 68 Des Voeux Road Central Central Hong Kong 852 2376 9600 https://www.esr.com,606,Real Estate Services,,yahoo
2691,RPM,RPM International Inc.,https://www.rpminc.com,"2628 Pearl Road PO Box 777 Medina, OH 44258 United States 330 273 5090 https://www.rpminc.com",15490,Specialty Chemicals,,yahoo
2692,VGPBF,VGP NV,https://www.vgpparks.eu,Uitbreidingstraat 72 bus 7 Antwerp 2600 Belgium 32 3 289 14 30 https://www.vgpparks.eu,300,Real Estate Services,,yahoo
2693,OLED,Universal Display Corporation,https://oled.com,"375 Phillips Boulevard Ewing, NJ 08618 United States 609 671 0980 https://oled.com",349,Semiconductor Equipment & Materials,,yahoo
2694,THUPY,Thule Group AB (publ),https://www.thulegroup.com,FosievÃ¤gen 13 MalmÃ¶ 214 31 Sweden 46 4 06 35 90 00 https://www.thulegroup.com,2600,Leisure,,yahoo
2695,GLPEY,"Galp Energia, SGPS, S.A.",https://www.galp.com,Rua TomAs da Fonseca - Torre A Lisbon 1600-209 Portugal 351 21 724 2500 https://www.galp.com,6114,Oil & Gas Integrated,,yahoo
2696,STOR,STORE Capital Corporation,https://www.storecapital.com,"8377 East Hartford Drive Suite 100 Scottsdale, AZ 85255 United States 480-256-1100 https://www.storecapital.com",117,REIT—Diversified,,yahoo
2697,TWODF,Taylor Wimpey plc,https://www.taylorwimpey.co.uk,Gate House Turnpike Road High Wycombe HP12 3NR United Kingdom 44 14 9455 8323 https://www.taylorwimpey.co.uk,5384,Residential Construction,,yahoo
2698,ONON,On Holding AG,https://www.on-running.com,Pfingstweidstrasse 106 Zurich 8005 Switzerland 41 44 225 15 77 https://www.on-running.com,744,Apparel Retail,,yahoo
2699,EME,"EMCOR Group, Inc.",https://www.emcorgroup.com,"301 Merritt Seven Norwalk, CT 06851-1092 United States 203 849 7800 https://www.emcorgroup.com",33000,Engineering & Construction,,yahoo
2700,MALRY,Mineral Resources Limited,https://www.mineralresources.com.au,"1 Sleat Road Applecross, WA 6153 Australia 61 8 9329 3600 https://www.mineralresources.com.au",5000,Other Industrial Metals & Mining,,yahoo
2701,TWODY,Taylor Wimpey plc,https://www.taylorwimpey.co.uk,Gate House Turnpike Road High Wycombe HP12 3NR United Kingdom 44 14 9455 8323 https://www.taylorwimpey.co.uk,5384,Residential Construction,,yahoo
2702,KPCPY,Kasikornbank Public Company Limited,https://www.kasikornbank.com,400/22 Phahon Yothin Road Sam Sen Nai Sub-District Phaya Thai District Rat Burana District Bangkok 10400 Thailand 66 2 222 0000 https://www.kasikornbank.com,0,Banks—Regional,,yahoo
2703,IMPUF,Impala Platinum Holdings Limited,https://www.implats.co.za,2 Fricker Road Illovo Sandton 2196 South Africa 27 11 731 9000 https://www.implats.co.za,0,Other Precious Metals & Mining,,yahoo
2704,VICR,Vicor Corporation,https://www.vicorpower.com,"25 Frontage Road Andover, MA 01810 United States 978 470 2900 https://www.vicorpower.com",1049,Electronic Components,,yahoo
2705,REYN,Reynolds Consumer Products Inc.,https://www.reynoldsconsumerproducts.com,"1900 West Field Court Lake Forest, IL 60045 United States 800 879 5067 https://www.reynoldsconsumerproducts.com",5450,Packaging & Containers,,yahoo
2706,CAR,"Avis Budget Group, Inc.",https://www.avisbudgetgroup.com,"6 Sylvan Way Parsippany, NJ 07054 United States 973 496 4700 https://www.avisbudgetgroup.com",15000,Rental & Leasing Services,,yahoo
2707,CPRI,Capri Holdings Limited,https://www.capriholdings.com,33 Kingsway London WC2B 6UF United Kingdom 44 20 7632 8600 https://www.capriholdings.com,9300,Apparel Manufacturing,,yahoo
2708,TRMLF,Tourmaline Oil Corp.,https://www.tourmalineoil.com,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7 Canada 403-266-5992 https://www.tourmalineoil.com",296,Oil & Gas E&P,,yahoo
2709,COR,CoreSite Realty Corporation,https://www.CoreSite.com,"1001 17th Street Suite 500 Denver, CO 80202 United States 866-777-2673 https://www.CoreSite.com",480,REIT—Specialty,,yahoo
2710,WTBDY,Whitbread PLC,https://www.whitbread.co.uk,Whitbread Court Houghton Hall Business Park Porz Avenue Dunstable LU5 5XE United Kingdom 44 15 8242 4200 https://www.whitbread.co.uk,28335,Lodging,,yahoo
2711,FUPBY,Fuchs Petrolub SE,https://www.fuchs.com/group,Friesenheimer Strasse 17 Mannheim 68169 Germany 49 621 3802 0 https://www.fuchs.com/group,5947,Specialty Chemicals,,yahoo
2712,NATI,National Instruments Corporation,https://www.ni.com,"11500 North MoPac Expressway Austin, TX 78759-3504 United States 512 683 0100 https://www.ni.com",7000,Software—Application,,yahoo
2713,BYDIF,BYD Electronic (International) Company Limited,https://electronics.byd.com,No. 3001 Bao He Road Baolong Industrial Park Longgang District Shenzhen 518116 China 86 755 8988 8888 https://electronics.byd.com,101300,Communication Equipment,,yahoo
2714,SWMAY,Swedish Match AB (publ),https://www.swedishmatch.com,SveavÃ¤gen 44 8th Floor Stockholm 118 85 Sweden 46 1 01 39 30 00 https://www.swedishmatch.com,6735,Tobacco,,yahoo
2715,G,Genpact Limited,https://www.genpact.com,Victoria Place 5th Floor 31 Victoria Street Hamilton HM 10 Bermuda 441-294-8000 https://www.genpact.com,105400,Information Technology Services,,yahoo
2716,ZLAB,Zai Lab Limited,https://www.zailaboratory.com,"Jinchuang Plaza Building 1, Fourth Floor 4560 Jinke Road Pudong Shanghai 201210 China 86 21 6163 2588 https://www.zailaboratory.com",1194,Biotechnology,,yahoo
2717,SAUNF,AusNet Services Ltd,https://www.ausnetservices.com.au,"2 Southbank Boulevard Level 31 Southbank, VIC 3006 Australia 61 3 9695 6000 https://www.ausnetservices.com.au",1500,Utilities—Diversified,,yahoo
2718,SNA,Snap-on Incorporated,https://www.snapon.com,"2801 80th Street Kenosha, WI 53143 United States 262 656 5200 https://www.snapon.com",12300,Tools & Accessories,,yahoo
2719,LUNMF,Lundin Mining Corporation,https://www.lundinmining.com,"150 King Street West Suite 2200 PO Box 38 Toronto, ON M5H 1J9 Canada 416 342 5560 https://www.lundinmining.com",0,Copper,,yahoo
2720,WIX,Wix.com Ltd.,https://www.wix.com,40 Namal Tel Aviv Street Tel Aviv 6350671 Israel 972 3 545 4900 https://www.wix.com,3803,Software—Infrastructure,,yahoo
2721,EGP,"EastGroup Properties, Inc.",https://www.eastgroup.net,"400 West Parkway Place Suite 100 Ridgeland, MS 39157 United States 601-354-3555 https://www.eastgroup.net",79,REIT—Industrial,,yahoo
2722,POST,"Post Holdings, Inc.",https://www.postholdings.com,"2503 South Hanley Road Saint Louis, MO 63144 United States 314 644 7600 https://www.postholdings.com",10735,Packaged Foods,,yahoo
2723,UEPEO,Union Electric Company,https://www.ameren.com/missouri,"1901 Chouteau Avenue Saint Louis, MO 63103 United States 314 621 3222 https://www.ameren.com/missouri",3997,Utilities—Regulated Electric,,yahoo
2724,AEM,Agnico Eagle Mines Limited,https://www.agnicoeagle.com,"145 King Street East Suite 400 Toronto, ON M5C 2Y7 Canada 416 947 1212 https://www.agnicoeagle.com",6210,Gold,,yahoo
2725,SALRY,SalMar ASA,https://www.salmar.no,Industriveien 51 Kverva 7266 Norway 47 72 44 79 00 https://www.salmar.no,1763,Farm Products,,yahoo
2726,GLPEF,"Galp Energia, SGPS, S.A.",https://www.galp.com,Rua TomAs da Fonseca - Torre A Lisbon 1600-209 Portugal 351 21 724 2500 https://www.galp.com,6114,Oil & Gas Integrated,,yahoo
2727,SLG-PI,SL Green Realty Corp.,https://www.slgreen.com,"420 Lexington Avenue New York, NY 10170 United States 212-594-2700 https://www.slgreen.com",794,REIT—Office,,yahoo
2728,MAKSY,Marks and Spencer Group plc,https://corporate.marksandspencer.com,Waterside House 35 North Wharf Road London W2 1NW United Kingdom 44 20 7935 4422 https://corporate.marksandspencer.com,69577,Department Stores,,yahoo
2729,UVRBY,Universal Robina Corporation,https://www.urc.com.ph,"Tera Tower 8th Floor Bridgetowne, East Rodriguez Jr. Avenue (C5 Road), Ugong Norte Quezon City 1110 Philippines 63 2 633 7631 https://www.urc.com.ph",14260,Packaged Foods,,yahoo
2730,EVRZF,EVRAZ plc,https://www.evraz.com,2 Portman Street London W1H 6DU United Kingdom  https://www.evraz.com,69619,Steel,,yahoo
2731,SRTTY,"ZOZO, Inc.",https://corp.zozo.com,WBG Maribu West 15th Floor Nakase 2-6-1 Mihama-ku Chiba 261-7116 Japan  https://corp.zozo.com,1297,Internet Retail,,yahoo
2732,SNV-PD,Synovus Financial Corp.,https://www.synovus.com,"1111 Bay Avenue Suite 500 Columbus, GA 31901 United States 706 644 2738 https://www.synovus.com",4953,Banks—Regional,,yahoo
2733,MANH,"Manhattan Associates, Inc.",https://www.manh.com,"2300 Windy Ridge Parkway 10th Floor Atlanta, GA 30339 United States 770-955-7070 https://www.manh.com",3500,Software—Application,,yahoo
2734,ALV,"Autoliv, Inc.",https://www.autoliv.com,Klarabergsviadukten 70 Section B7 Box 70381 Box 70381 Stockholm 111 64 Sweden 46 8 58 72 06 00 https://www.autoliv.com,57226,Auto Parts,,yahoo
2735,DCI,"Donaldson Company, Inc.",https://www.donaldson.com,"1400 West 94th Street Bloomington, MN 55431 United States 952 887 3131 https://www.donaldson.com",13100,Specialty Industrial Machinery,,yahoo
2736,TISCF,Taisei Corporation,https://www.taisei.co.jp,"1-25-1, Nishi-Shinjuku Shinjuku-ku Tokyo 163-0606 Japan 81 3 3348 1111 https://www.taisei.co.jp",14620,Engineering & Construction,,yahoo
2737,RRX,Regal Rexnord Corporation,https://www.regalrexnord.com,"200 State Street Beloit, WI 53511 United States 608 364 8800 https://www.regalrexnord.com",23000,Specialty Industrial Machinery,,yahoo
2738,HSIC,"Henry Schein, Inc.",https://www.henryschein.com,"135 Duryea Road Melville, NY 11747 United States 631 843 5500 https://www.henryschein.com",21000,Medical Distribution,,yahoo
